gene_id	LFC
CNAG_06840	-3.23E-01
CNAG_01655	3.66E-01
CNAG_03832	3.15E-01
CNAG_00699	5.04E-01
CNAG_01375	3.83E-01
CNAG_02804	3.16E-01
CNAG_06188	3.06E-01
CNAG_07804	-3.31E-01
CNAG_01426	-2.93E-01
CNAG_02901	-5.54E-01
CNAG_01168	-2.67E-01
CNAG_07313	3.19E-01
CNAG_06370	-3.36E-01
CNAG_13107	8.39E-01
CNAG_07604	9.32E-01
CNAG_03353	-3.04E-01
CNAG_02921	4.98E-01
CNAG_03654	6.68E-01
CNAG_12995	5.36E-01
CNAG_05339	2.06E-01
CNAG_13148	-1.69E+00
CNAG_06020	-8.90E-01
CNAG_06605	-3.70E-01
CNAG_01790	-2.32E-01
CNAG_04269	4.58E-01
CNAG_04593	4.61E-01
CNAG_06078	1.51E-01
CNAG_00710	-4.30E-01
CNAG_00279	-1.96E-01
CNAG_06452	3.86E-01
CNAG_00386	-2.52E-01
CNAG_05675	6.82E-01
CNAG_02400	2.30E-01
CNAG_02828	1.74E+00
CNAG_02656	-5.37E-01
CNAG_05660	-7.93E-01
CNAG_04372	-3.52E-01
CNAG_06027	1.42E+00
CNAG_12554	-5.36E-01
CNAG_00094	-7.35E-01
CNAG_12880	-4.40E-01
CNAG_00474	3.93E+00
CNAG_04381	-3.68E-01
CNAG_12471	2.52E+00
CNAG_04977	-1.71E-01
CNAG_05647	-5.13E-01
CNAG_02327	-5.88E-01
CNAG_12834	8.38E-01
CNAG_00575	-1.35E+00
CNAG_07737	-7.09E-01
CNAG_12367	-5.57E-01
CNAG_01683	-7.04E-01
CNAG_04121	6.83E-01
CNAG_13093	-7.43E-01
CNAG_03502	-2.45E-01
CNAG_12248	-6.52E-01
CNAG_01787	-2.32E-01
CNAG_05820	-4.65E-01
CNAG_04561	-4.56E-01
CNAG_07363	-2.32E-01
CNAG_05916	9.88E-01
CNAG_13188	-1.03E+00
CNAG_00229	-2.34E-01
CNAG_03379	-4.50E-01
CNAG_00107	-4.36E-01
CNAG_07536	-4.65E-01
CNAG_01797	-3.41E-01
CNAG_01343	3.00E-01
CNAG_04460	-2.58E-01
CNAG_01019	-5.05E-01
CNAG_02079	-6.10E-01
CNAG_12209	1.19E+00
CNAG_00738	1.52E+00
CNAG_00310	2.42E-01
CNAG_00538	-6.72E-01
CNAG_04711	1.11E+00
CNAG_03837	-6.19E-01
CNAG_04183	-7.35E-01
CNAG_03008	-3.43E-01
CNAG_04861	1.09E+00
CNAG_01291	3.68E-01
CNAG_06532	1.06E+00
CNAG_01698	5.45E-01
CNAG_07649	6.82E-01
CNAG_06847	-5.02E-01
CNAG_00814	7.64E-01
CNAG_07557	-3.60E-01
CNAG_05841	3.70E-01
CNAG_02409	4.30E-01
CNAG_12260	3.85E-01
CNAG_03497	-3.23E-01
CNAG_03897	-5.81E-01
CNAG_06145	2.16E-01
CNAG_01769	-2.14E-01
CNAG_03996	1.86E-01
CNAG_12922	-8.93E-01
CNAG_02695	-2.74E-01
CNAG_06230	5.41E-01
CNAG_03084	-7.73E-01
CNAG_02124	4.94E-01
CNAG_03794	-1.24E+00
CNAG_01780	-5.33E-01
CNAG_12005	1.59E+00
CNAG_04718	3.79E-01
CNAG_04734	-1.84E-01
CNAG_02009	3.31E-01
CNAG_06190	-5.80E-01
CNAG_03588	-4.39E-01
CNAG_07541	4.58E-01
CNAG_07573	-3.72E-01
CNAG_01738	5.44E-01
CNAG_05282	1.68E-01
CNAG_01645	5.20E-01
CNAG_03118	-2.89E-01
CNAG_02816	-2.22E-01
CNAG_01155	-3.66E-01
CNAG_12274	-4.90E-01
CNAG_02297	1.17E+00
CNAG_01490	9.90E-01
CNAG_02760	-2.13E-01
CNAG_05177	3.55E-01
CNAG_00966	-2.00E-01
CNAG_07710	-4.00E-01
CNAG_00653	1.29E+00
CNAG_04981	-1.23E+00
CNAG_05585	-2.85E-01
CNAG_00446	1.22E+00
CNAG_05399	7.30E-01
CNAG_00595	-6.31E-01
CNAG_02117	1.68E-01
CNAG_07799	1.33E+00
CNAG_07942	2.99E-01
CNAG_01536	4.01E-01
CNAG_06455	6.64E-01
CNAG_02191	3.36E-01
CNAG_04026	3.42E-01
CNAG_13055	1.59E+00
CNAG_05683	-5.85E-01
CNAG_06298	-4.80E-01
CNAG_03984	-4.57E-01
CNAG_12172	-6.14E-01
CNAG_04677	3.10E-01
CNAG_03820	-2.96E-01
CNAG_02217	2.51E+00
CNAG_02715	2.37E-01
CNAG_06447	-3.22E-01
CNAG_13126	-9.54E-01
CNAG_12388	4.22E+00
CNAG_05512	-3.87E-01
CNAG_04070	-5.19E-01
CNAG_06820	-2.79E-01
CNAG_02200	3.62E-01
CNAG_05072	5.47E-01
CNAG_01047	-8.04E-01
CNAG_03636	-5.14E-01
CNAG_07650	-3.72E-01
CNAG_04154	9.84E-01
CNAG_00636	4.36E-01
CNAG_06915	6.23E-01
CNAG_06559	5.33E-01
CNAG_06311	1.30E+00
CNAG_00777	6.53E-01
CNAG_13116	2.80E+00
CNAG_05734	2.77E-01
CNAG_02387	-3.43E-01
CNAG_07512	1.05E+00
CNAG_05403	-2.63E-01
CNAG_12756	1.66E+00
CNAG_04652	1.40E+00
CNAG_07765	-1.77E+00
CNAG_04599	2.81E-01
CNAG_01575	-5.82E-01
CNAG_05130	-7.55E-01
CNAG_02481	7.18E-01
CNAG_05920	-4.86E-01
CNAG_05198	8.09E-01
CNAG_02225	1.15E+00
CNAG_07591	6.75E-01
CNAG_07438	1.99E-01
CNAG_06512	7.53E-01
CNAG_00356	1.40E-01
CNAG_00860	7.06E-01
CNAG_00152	-1.68E-01
CNAG_06755	-5.02E-01
CNAG_00597	-6.61E-01
CNAG_05791	3.45E-01
CNAG_06673	3.76E-01
CNAG_13207	-1.55E+00
CNAG_06205	-5.36E-01
CNAG_12713	-8.72E-01
CNAG_04434	6.04E-01
CNAG_06919	-3.75E-01
CNAG_03596	-4.98E-01
CNAG_08015	9.12E-01
CNAG_00456	1.25E+00
CNAG_07959	4.82E-01
CNAG_05331	-5.20E-01
CNAG_04659	-5.28E-01
CNAG_00921	7.67E-01
CNAG_04683	-4.08E-01
CNAG_03682	-2.97E-01
CNAG_06693	1.19E+00
CNAG_12721	-3.20E-01
CNAG_12946	7.01E-01
CNAG_06309	4.72E-01
CNAG_06804	6.41E-01
CNAG_03775	7.61E-01
CNAG_07626	7.63E-01
CNAG_01994	1.07E+00
CNAG_04476	1.71E+00
CNAG_03524	-9.57E-01
CNAG_00828	4.58E-01
CNAG_01287	-3.29E-01
CNAG_05164	-2.21E-01
CNAG_01920	5.09E-01
CNAG_01271	-2.26E-01
CNAG_00414	-2.99E-01
CNAG_01733	-1.76E-01
CNAG_05626	-2.21E-01
CNAG_07427	1.54E-01
CNAG_01976	-5.11E-01
CNAG_03844	6.37E-01
CNAG_06799	-3.63E-01
CNAG_01919	3.59E-01
CNAG_07822	-2.18E-01
CNAG_05498	1.77E-01
CNAG_09005	2.70E+00
CNAG_01574	-3.18E-01
CNAG_01929	5.86E-01
CNAG_03467	3.21E-01
CNAG_07509	-2.74E-01
CNAG_02514	8.47E-01
CNAG_00604	7.45E-01
CNAG_06160	5.98E-01
CNAG_02447	-3.59E-01
CNAG_07440	4.07E-01
CNAG_03578	-3.45E-01
CNAG_05793	-2.63E-01
CNAG_06825	3.35E-01
CNAG_03226	-2.80E-01
CNAG_05105	-3.14E-01
CNAG_03525	-7.57E-01
CNAG_07926	-1.83E-01
CNAG_07596	1.56E+00
CNAG_05838	2.30E-01
CNAG_01309	-2.32E-01
CNAG_07978	2.35E-01
CNAG_01186	4.22E-01
CNAG_03086	-3.76E-01
CNAG_05089	1.07E+00
CNAG_01235	-1.73E-01
CNAG_06652	5.98E-01
CNAG_01598	-8.13E-01
CNAG_00648	7.39E-01
CNAG_07498	5.39E-01
CNAG_07866	-2.67E-01
CNAG_03732	-3.63E-01
CNAG_01335	7.53E-01
CNAG_06253	-4.89E-01
CNAG_02941	5.07E-01
CNAG_00016	-5.92E-01
CNAG_06900	-3.55E-01
CNAG_01129	4.66E-01
CNAG_12712	-2.49E-01
CNAG_03679	-8.55E-01
CNAG_00502	-4.77E-01
CNAG_12775	1.08E+00
CNAG_04688	4.89E-01
CNAG_02229	-2.44E-01
CNAG_03261	-2.95E-01
CNAG_02480	1.67E-01
CNAG_01252	9.84E-01
CNAG_01912	-3.50E-01
CNAG_04741	8.53E-01
CNAG_05740	-2.15E-01
CNAG_00906	-3.51E-01
CNAG_06659	-3.65E-01
CNAG_03553	-2.17E-01
CNAG_01551	4.85E-01
CNAG_04526	9.79E-01
CNAG_07839	-6.63E-01
CNAG_04439	1.75E-01
CNAG_07755	4.37E-01
CNAG_01177	4.60E-01
CNAG_04141	-4.80E-01
CNAG_02726	1.70E-01
CNAG_03893	5.79E-01
CNAG_00543	1.85E+00
CNAG_04567	-1.17E+00
CNAG_01604	-8.08E-01
CNAG_12115	-7.36E-01
CNAG_03286	5.28E-01
CNAG_05668	5.40E-01
CNAG_05154	-6.69E-01
CNAG_02204	-5.00E-01
CNAG_07952	6.53E-01
CNAG_02775	-3.60E-01
CNAG_03693	-2.84E-01
CNAG_01856	8.90E-01
CNAG_00999	2.29E-01
CNAG_13180	-1.18E+00
CNAG_00845	-3.32E-01
CNAG_00366	6.41E-01
CNAG_07309	-5.77E-01
CNAG_04515	2.21E-01
CNAG_02192	2.10E+00
CNAG_05721	2.45E-01
CNAG_04851	6.82E-01
CNAG_01668	3.23E+00
CNAG_03230	2.42E+00
CNAG_03706	1.83E-01
CNAG_00929	-5.18E-01
CNAG_01119	-1.99E-01
CNAG_04150	3.49E-01
CNAG_06030	4.96E-01
CNAG_03106	-2.58E-01
CNAG_04959	-6.06E-01
CNAG_04353	4.14E-01
CNAG_04072	-5.47E-01
CNAG_03161	4.49E-01
CNAG_06368	-3.90E-01
CNAG_06403	1.67E-01
CNAG_03739	-4.07E-01
CNAG_02736	-1.69E-01
CNAG_13175	1.24E+00
CNAG_03686	-5.03E-01
CNAG_02586	2.10E+00
CNAG_05842	9.73E-01
CNAG_07638	5.32E-01
CNAG_07859	-2.38E-01
CNAG_00015	4.11E-01
CNAG_03227	4.56E-01
CNAG_02417	-1.69E+00
CNAG_05197	-2.98E-01
CNAG_07884	-4.19E-01
CNAG_12395	-1.03E+00
CNAG_04465	-2.86E-01
CNAG_04400	-4.03E-01
CNAG_04067	-1.52E+00
CNAG_12585	8.68E-01
CNAG_05690	-2.35E-01
CNAG_12243	2.37E+00
CNAG_06687	3.76E-01
CNAG_00888	-4.22E-01
CNAG_04512	-5.56E-01
CNAG_07763	6.81E-01
CNAG_07522	-6.24E-01
CNAG_13098	-9.19E-01
CNAG_00532	-8.94E-01
CNAG_02211	1.15E+00
CNAG_07940	-3.64E-01
CNAG_00586	1.81E+00
CNAG_00001	-3.70E-01
CNAG_00408	2.70E-01
CNAG_05007	-3.85E-01
CNAG_02466	2.81E-01
CNAG_00002	-7.26E-01
CNAG_12097	-6.65E-01
CNAG_06191	-4.79E-01
CNAG_00156	3.44E-01
CNAG_12586	1.62E+00
CNAG_13203	-6.41E-01
CNAG_07487	-2.71E-01
CNAG_05595	9.97E-01
CNAG_04114	-3.90E-01
CNAG_05256	-3.80E-01
CNAG_12036	4.25E+00
CNAG_06107	-2.83E-01
CNAG_02699	2.98E-01
CNAG_06535	-3.10E-01
CNAG_05969	2.71E-01
CNAG_04185	1.70E+00
CNAG_00035	3.83E-01
CNAG_05147	1.35E+00
CNAG_01017	3.30E-01
CNAG_00670	2.33E-01
CNAG_05829	1.98E-01
CNAG_07545	1.36E+00
CNAG_02889	-4.34E-01
CNAG_12365	6.13E-01
CNAG_00728	-5.62E-01
CNAG_01892	-3.48E-01
CNAG_06119	7.79E-01
CNAG_01422	-3.22E-01
CNAG_01928	-3.10E-01
CNAG_06327	6.42E-01
CNAG_03517	-4.02E-01
CNAG_06149	1.08E+00
CNAG_01340	1.87E-01
CNAG_02038	-3.49E-01
CNAG_12653	-8.50E-01
CNAG_00473	3.11E-01
CNAG_03298	-6.61E-01
CNAG_05437	-3.87E-01
CNAG_06231	-3.61E-01
CNAG_01741	-4.63E-01
CNAG_06713	-3.33E-01
CNAG_00376	-3.37E-01
CNAG_00462	-4.84E-01
CNAG_12081	-2.32E+00
CNAG_09007	2.45E+00
CNAG_03385	8.68E-01
CNAG_03951	-6.42E-01
CNAG_01709	2.02E-01
CNAG_12633	2.44E+00
CNAG_06024	-2.48E-01
CNAG_05678	3.66E-01
CNAG_12722	1.34E+00
CNAG_01275	-4.50E-01
CNAG_03187	-2.94E-01
CNAG_02904	2.83E-01
CNAG_04699	-3.42E-01
CNAG_01794	4.29E-01
CNAG_03743	-2.35E-01
CNAG_05900	-3.10E-01
CNAG_00679	1.68E+00
CNAG_12074	4.78E-01
CNAG_00561	-3.05E-01
CNAG_05080	2.43E-01
CNAG_02815	-5.60E-01
CNAG_01090	-3.37E-01
CNAG_01314	9.32E-01
CNAG_05764	-2.37E-01
CNAG_04126	5.09E+00
CNAG_07788	5.13E-01
CNAG_02129	-1.07E+00
CNAG_07796	-3.12E-01
CNAG_06764	-1.62E-01
CNAG_05602	-9.65E-01
CNAG_05619	-2.75E-01
CNAG_06694	-3.10E-01
CNAG_01736	-4.52E-01
CNAG_03007	9.34E-01
CNAG_01442	5.13E-01
CNAG_06868	-7.83E-01
CNAG_05166	-2.10E-01
CNAG_06843	5.84E-01
CNAG_12838	-7.91E-01
CNAG_05812	7.47E-01
CNAG_07358	6.92E-01
CNAG_02825	-5.50E-01
CNAG_02705	4.30E-01
CNAG_03193	1.08E+00
CNAG_13162	2.03E+00
CNAG_05574	4.15E-01
CNAG_05555	-4.71E-01
CNAG_04591	4.01E-01
CNAG_04911	-7.91E-01
CNAG_06051	-3.98E-01
CNAG_04271	9.20E-01
CNAG_05665	-1.14E+00
CNAG_01954	4.02E+00
CNAG_07412	1.40E+00
CNAG_06471	-3.06E-01
CNAG_03885	-4.03E-01
CNAG_08029	2.12E-01
CNAG_12338	-5.44E-01
CNAG_12400	-7.04E-01
CNAG_01896	-2.11E-01
CNAG_12912	-1.05E+00
CNAG_00257	-3.06E-01
CNAG_06168	-2.67E-01
CNAG_04556	1.86E+00
CNAG_00391	-4.00E-01
CNAG_00072	4.85E-01
CNAG_04498	-3.17E-01
CNAG_05432	1.15E+00
CNAG_00450	-2.97E-01
CNAG_05579	-3.33E-01
CNAG_03664	-6.28E-01
CNAG_05499	-3.77E-01
CNAG_03770	-4.99E-01
CNAG_12278	-1.91E+00
CNAG_12526	1.00E+00
CNAG_03659	5.08E-01
CNAG_07801	-4.90E-01
CNAG_04415	3.88E-01
CNAG_01495	4.71E-01
CNAG_06283	-2.18E-01
CNAG_04530	-2.74E-01
CNAG_04788	3.07E-01
CNAG_02107	3.05E-01
CNAG_07703	4.07E-01
CNAG_03175	-1.91E-01
CNAG_05409	-2.91E-01
CNAG_00717	8.93E-01
CNAG_04373	-7.56E-01
CNAG_01940	4.46E-01
CNAG_05389	1.55E-01
CNAG_12547	-7.90E-01
CNAG_02385	4.45E-01
CNAG_04197	4.66E-01
CNAG_03628	3.38E-01
CNAG_03047	1.83E+00
CNAG_13066	-7.95E-01
CNAG_13001	-6.64E-01
CNAG_05060	-6.98E-01
CNAG_06377	-3.21E-01
CNAG_01811	-2.95E-01
CNAG_00097	8.29E-01
CNAG_06969	-5.05E-01
CNAG_02092	4.12E-01
CNAG_01025	3.62E-01
CNAG_03146	3.13E-01
CNAG_05291	2.77E-01
CNAG_03759	-1.76E+00
CNAG_02196	3.94E-01
CNAG_12727	-4.34E-01
CNAG_06415	3.92E-01
CNAG_05615	4.65E-01
CNAG_01069	-3.83E-01
CNAG_01930	2.26E-01
CNAG_06470	2.17E-01
CNAG_05352	8.78E-01
CNAG_04225	1.53E+00
CNAG_02899	-8.13E-01
CNAG_06797	-2.10E-01
CNAG_07928	-7.96E-01
CNAG_01949	1.84E+00
CNAG_01761	-9.11E-01
CNAG_01293	-1.96E-01
CNAG_04889	7.98E-01
CNAG_01826	-3.08E-01
CNAG_09003	2.78E+00
CNAG_04723	-1.98E-01
CNAG_01126	4.57E-01
CNAG_03239	4.79E-01
CNAG_02950	1.80E-01
CNAG_05811	-3.88E-01
CNAG_05400	3.47E-01
CNAG_05412	1.63E+00
CNAG_07793	6.92E-01
CNAG_02301	-4.84E-01
CNAG_03786	5.60E-01
CNAG_03333	-4.23E-01
CNAG_03607	4.67E-01
CNAG_04245	-6.35E-01
CNAG_05372	4.63E-01
CNAG_04320	7.34E-01
CNAG_12157	-9.04E-01
CNAG_00344	2.45E-01
CNAG_00161	-9.44E-01
CNAG_03289	-2.55E-01
CNAG_03134	2.15E-01
CNAG_07027	2.95E-01
CNAG_04379	3.42E-01
CNAG_03294	3.71E-01
CNAG_04612	-2.69E-01
CNAG_05583	-4.03E-01
CNAG_12028	9.75E-01
CNAG_05496	-1.06E+00
CNAG_05374	2.82E-01
CNAG_01105	5.81E-01
CNAG_02682	-2.77E-01
CNAG_02445	2.67E-01
CNAG_00464	-1.12E-01
CNAG_03306	2.53E-01
CNAG_05441	8.95E-01
CNAG_04327	2.80E-01
CNAG_01939	1.04E+00
CNAG_12823	3.80E-01
CNAG_04178	-2.20E-01
CNAG_04276	-4.23E-01
CNAG_00788	-2.98E-01
CNAG_02968	-7.13E-01
CNAG_01731	2.92E-01
CNAG_02438	-1.04E+00
CNAG_04051	-3.13E-01
CNAG_05452	2.98E-01
CNAG_12784	-4.69E-01
CNAG_04505	2.55E-01
CNAG_02154	2.75E-01
CNAG_05696	2.16E-01
CNAG_04311	8.24E-01
CNAG_06752	6.54E-01
CNAG_03448	-1.58E-01
CNAG_05134	-4.97E-01
CNAG_00470	-2.34E-01
CNAG_04712	-4.37E-01
CNAG_05896	-3.09E-01
CNAG_12348	-5.14E-01
CNAG_05245	4.51E-01
CNAG_00140	-3.92E-01
CNAG_04694	-4.70E-01
CNAG_02348	-2.29E-01
CNAG_07875	5.97E-01
CNAG_02184	1.64E+00
CNAG_03931	-2.35E-01
CNAG_04235	-4.14E-01
CNAG_04818	6.05E-01
CNAG_04709	-2.63E-01
CNAG_00826	6.70E-01
CNAG_00818	7.06E-01
CNAG_00883	-2.42E-01
CNAG_05109	3.37E-01
CNAG_02010	-3.94E-01
CNAG_01210	-9.17E-01
CNAG_05074	4.27E-01
CNAG_02202	-4.89E-01
CNAG_12848	-9.04E-01
CNAG_06520	-6.57E-01
CNAG_03258	-2.20E-01
CNAG_05049	1.01E+00
CNAG_00665	-2.39E-01
CNAG_00895	-7.04E-01
CNAG_04944	7.82E-01
CNAG_03418	1.95E-01
CNAG_00798	3.70E-01
CNAG_06587	1.89E-01
CNAG_00793	-5.62E-01
CNAG_04993	-4.26E-01
CNAG_01518	-5.14E-01
CNAG_00572	2.05E-01
CNAG_02235	-3.71E-01
CNAG_12797	-7.24E-01
CNAG_12290	7.38E-01
CNAG_12573	1.79E+00
CNAG_01386	6.69E-01
CNAG_06226	-5.11E-01
CNAG_06074	-3.25E-01
CNAG_03547	4.98E-01
CNAG_04681	1.95E+00
CNAG_02933	1.91E+00
CNAG_01666	-5.13E-01
CNAG_06121	1.59E+00
CNAG_12072	-1.35E+00
CNAG_07983	-3.94E-01
CNAG_04901	-1.58E+00
CNAG_05658	-6.00E-01
CNAG_04872	-2.93E-01
CNAG_03012	4.72E-01
CNAG_01060	-2.56E-01
CNAG_06347	5.24E-01
CNAG_06236	-3.49E-01
CNAG_12708	-1.65E+00
CNAG_01773	3.86E-01
CNAG_05425	-3.19E-01
CNAG_12531	1.17E+00
CNAG_03926	-3.99E-01
CNAG_01601	8.58E-01
CNAG_04293	-2.90E-01
CNAG_02043	-6.26E-01
CNAG_02688	-2.96E-01
CNAG_02022	-3.47E-01
CNAG_06668	-4.46E-01
CNAG_12237	1.73E+00
CNAG_05114	4.76E-01
CNAG_03863	-3.26E-01
CNAG_05068	4.24E-01
CNAG_02531	6.92E-01
CNAG_03473	-3.42E-01
CNAG_05296	4.58E-01
CNAG_00747	-4.11E-01
CNAG_12142	1.56E+00
CNAG_06898	2.14E-01
CNAG_12370	1.91E+00
CNAG_00029	8.58E-01
CNAG_12564	-6.88E-01
CNAG_07004	-1.30E-01
CNAG_07740	-5.05E-01
CNAG_06000	1.76E+00
CNAG_07633	5.39E-01
CNAG_03148	2.81E-01
CNAG_00588	1.43E+00
CNAG_01533	2.09E-01
CNAG_03343	-5.62E-01
CNAG_04631	4.65E-01
CNAG_03071	-2.51E-01
CNAG_06061	-2.26E-01
CNAG_12069	6.51E-01
CNAG_00332	3.25E-01
CNAG_00038	-2.60E-01
CNAG_03910	-5.14E-01
CNAG_02209	-3.77E-01
CNAG_01113	-4.38E-01
CNAG_00354	3.69E-01
CNAG_00020	4.11E-01
CNAG_12814	1.70E+00
CNAG_06095	-4.64E-01
CNAG_05053	2.83E-01
CNAG_03152	7.06E-01
CNAG_01788	-2.29E-01
CNAG_06555	-3.33E-01
CNAG_06956	-2.51E-01
CNAG_03019	5.30E-01
CNAG_01055	-3.78E-01
CNAG_01874	1.08E+00
CNAG_03576	-2.08E+00
CNAG_05390	-4.11E-01
CNAG_04045	-2.79E-01
CNAG_01153	-3.51E-01
CNAG_05808	-5.25E-01
CNAG_01424	5.02E-01
CNAG_04879	-8.26E-01
CNAG_07996	-3.40E-01
CNAG_02081	4.08E-01
CNAG_02551	-6.45E-01
CNAG_03713	1.76E+00
CNAG_05201	5.44E-01
CNAG_00914	7.26E-01
CNAG_03730	-4.53E-01
CNAG_06080	1.84E-01
CNAG_04916	1.62E+00
CNAG_07311	3.54E-01
CNAG_04384	-2.56E-01
CNAG_12909	1.09E+00
CNAG_03092	-2.40E-01
CNAG_04119	3.12E-01
CNAG_02712	-2.88E-01
CNAG_02872	1.86E+00
CNAG_03724	-4.65E-01
CNAG_06157	4.45E-01
CNAG_07253	-2.88E-01
CNAG_07406	7.31E-01
CNAG_00591	-1.02E+00
CNAG_00232	-6.73E-01
CNAG_12386	-7.69E-01
CNAG_05775	4.69E-01
CNAG_01081	2.00E+00
CNAG_06576	-1.09E+00
CNAG_12486	1.32E+00
CNAG_00516	-2.90E-01
CNAG_05711	-5.95E-01
CNAG_01569	-3.24E-01
CNAG_02316	-2.69E-01
CNAG_05979	-4.01E-01
CNAG_12882	-7.05E-01
CNAG_02855	7.36E-01
CNAG_04625	6.20E-01
CNAG_01803	-5.87E-01
CNAG_12787	-6.55E-01
CNAG_05311	-3.85E-01
CNAG_01799	-2.51E-01
CNAG_05191	4.41E-01
CNAG_01562	7.88E-01
CNAG_00858	7.05E-01
CNAG_01324	2.78E-01
CNAG_01064	-2.84E-01
CNAG_06112	-5.15E-01
CNAG_07528	1.03E+00
CNAG_01258	2.23E-01
CNAG_05925	2.79E-01
CNAG_02564	-4.05E-01
CNAG_07436	1.38E+00
CNAG_06699	-3.20E-01
CNAG_06065	-4.03E-01
CNAG_00847	-3.05E-01
CNAG_04407	2.91E-01
CNAG_13046	1.24E+00
CNAG_03510	-6.01E-01
CNAG_06784	9.47E-01
CNAG_00154	5.31E-01
CNAG_12588	-3.90E-01
CNAG_04074	2.72E-01
CNAG_05402	-3.35E-01
CNAG_04853	2.54E-01
CNAG_03064	-3.74E-01
CNAG_12643	2.24E+00
CNAG_02398	-5.00E-01
CNAG_06692	-3.72E-01
CNAG_03303	-5.15E-01
CNAG_00509	-4.17E-01
CNAG_03875	-8.44E-01
CNAG_02838	-5.12E-01
CNAG_04671	1.70E-01
CNAG_01316	2.72E-01
CNAG_00044	-3.81E-01
CNAG_04136	2.26E-01
CNAG_00749	-1.51E+00
CNAG_02213	1.82E-01
CNAG_07367	-8.69E-01
CNAG_00926	2.32E-01
CNAG_05620	5.58E-01
CNAG_06100	2.38E-01
CNAG_04303	-1.37E-01
CNAG_03728	-3.81E-01
CNAG_02403	-3.81E-01
CNAG_03232	-9.52E-01
CNAG_03857	8.55E-01
CNAG_05577	-2.11E-01
CNAG_03670	6.52E-01
CNAG_03241	2.91E-01
CNAG_04541	-3.19E-01
CNAG_02744	8.13E-01
CNAG_03233	2.09E+00
CNAG_03267	-2.50E-01
CNAG_05009	1.16E+00
CNAG_06685	-2.57E-01
CNAG_12792	-7.79E-01
CNAG_02194	4.48E-01
CNAG_01631	4.76E-01
CNAG_00651	4.18E-01
CNAG_01001	5.96E-01
CNAG_05033	-2.92E-01
CNAG_02319	1.05E+00
CNAG_01654	-3.41E-01
CNAG_01456	5.25E-01
CNAG_04867	8.15E-01
CNAG_00992	-5.37E-01
CNAG_07745	-4.30E-01
CNAG_09001	4.75E+00
CNAG_12407	-1.07E+00
CNAG_06166	5.40E-01
CNAG_12699	-1.11E+00
CNAG_01716	-2.05E-01
CNAG_00672	-7.08E-01
CNAG_06109	-7.47E-01
CNAG_06201	-4.76E-01
CNAG_00993	-3.68E-01
CNAG_03769	-2.97E-01
CNAG_01127	2.86E-01
CNAG_03519	5.76E+00
CNAG_04663	-2.50E-01
CNAG_06295	-2.55E-01
CNAG_05537	2.56E-01
CNAG_07778	-3.18E-01
CNAG_01916	3.54E-01
CNAG_05087	8.77E-01
CNAG_04524	2.21E+00
CNAG_05258	-3.99E-01
CNAG_06511	1.06E+00
CNAG_05686	-6.15E-01
CNAG_12427	2.76E+00
CNAG_00057	-5.91E-01
CNAG_03779	-3.02E-01
CNAG_05163	-2.15E-01
CNAG_04112	-6.35E-01
CNAG_06259	1.32E+00
CNAG_07976	9.03E-01
CNAG_00602	-3.96E-01
CNAG_01144	3.34E-01
CNAG_01043	-8.80E-01
CNAG_05525	-4.87E-01
CNAG_03662	-1.70E-01
CNAG_02527	-7.19E-01
CNAG_04655	9.38E-01
CNAG_01596	-2.81E-01
CNAG_03280	-2.01E-01
CNAG_00401	2.91E-01
CNAG_12003	-7.43E-01
CNAG_04914	-4.35E-01
CNAG_02592	5.92E-01
CNAG_07794	4.94E-01
CNAG_01848	3.30E-01
CNAG_07203	1.32E+00
CNAG_02906	-2.55E-01
CNAG_05742	-6.24E-01
CNAG_00526	1.49E+00
CNAG_02841	4.56E-01
CNAG_03168	-5.84E-01
CNAG_02443	-3.80E-01
CNAG_00647	1.16E+00
CNAG_06382	4.77E-01
CNAG_07958	-5.61E-01
CNAG_02354	-2.99E-01
CNAG_04762	-3.52E-01
CNAG_01544	-3.47E-01
CNAG_06808	3.07E-01
CNAG_12967	1.10E+00
CNAG_06902	3.21E-01
CNAG_12130	-1.27E+00
CNAG_00443	4.55E-01
CNAG_00961	-8.39E-01
CNAG_04361	-8.66E-01
CNAG_04203	2.15E-01
CNAG_01008	2.16E-01
CNAG_02007	-1.63E-01
CNAG_07514	3.46E-01
CNAG_05755	-5.22E-01
CNAG_00535	-3.12E-01
CNAG_06081	3.43E-01
CNAG_01630	2.68E-01
CNAG_07419	2.52E-01
CNAG_06473	5.59E-01
CNAG_01530	2.05E-01
CNAG_02985	2.44E-01
CNAG_03650	3.86E+00
CNAG_03211	1.66E+00
CNAG_03248	1.58E-01
CNAG_06524	7.18E-01
CNAG_05964	3.45E-01
CNAG_01444	-5.32E-01
CNAG_03555	-4.52E-01
CNAG_00078	2.84E-01
CNAG_06499	1.40E+00
CNAG_03056	-3.36E-01
CNAG_06774	-3.78E-01
CNAG_03475	4.64E-01
CNAG_01670	2.07E-01
CNAG_00074	-3.79E-01
CNAG_13037	-5.84E-01
CNAG_09010	4.61E+00
CNAG_03647	-4.02E-01
CNAG_06942	-2.96E-01
CNAG_01578	-5.89E-01
CNAG_02869	1.19E+00
CNAG_04496	3.58E-01
CNAG_03566	-6.48E-01
CNAG_05753	-2.91E-01
CNAG_00250	2.89E-01
CNAG_02795	-2.08E-01
